Host,Parasite,paraType
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
